Soil_Type,Crop_Type,Rainfall_mm,Temperature_C,Soil_pH,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Sunlight_Hours_per_day,Farm_Size_ha,Irrigation,Crop_Yield_tonnes_per_ha
Clay,Barley,,19.4,8.09,213.3,3.38,7.7,2.1,Yes,7.7
Sandy,Barley,992.5,20.8,6.03,234.0,3.28,5.6,,No,7.53
Clay,Cotton,906.4,20.0,5.59,29.6,3.98,5.4,3.32,,5.95
Clay,Rice,1200.5,22.8,6.31,131.1,9.05,8.2,6.89,No,8.75
Sandy,Cotton,1045.2,23.3,,127.9,1.06,8.1,2.43,No,5.54
Silty,Soybean,1175.1,22.7,5.17,168.3,0.0,8.6,13.46,Yes,8.66
Clay,Rice,1303.3,14.2,5.27,127.1,5.43,9.5,2.52,No,7.81
Sandy,Rice,682.8,15.5,7.92,151.9,3.03,6.9,3.76,No,7.66
Silty,Wheat,1274.6,16.8,6.39,141.6,6.68,6.3,10.83,Yes,8.6
Silty,Soybean,984.1,22.3,7.53,79.8,5.08,6.2,0.81,No,7.04
Peaty,Rice,1258.6,21.6,7.48,116.6,7.83,5.0,6.98,No,8.78
Sandy,Wheat,968.3,28.8,6.72,103.5,5.58,6.2,1.39,No,6.82
Loamy,Soybean,1100.0,16.0,6.6,65.8,3.24,7.9,4.89,Yes,8.0
Peaty,Rice,1250.7,30.8,6.4,133.2,3.59,10.3,2.64,Yes,9.65
Peaty,Maize,1311.5,31.7,7.28,236.7,3.08,8.9,2.4,No,9.39
Clay,Maize,882.9,22.8,7.02,90.0,6.15,7.8,7.71,No,9.79
Silty,Barley,744.9,21.7,6.83,164.6,3.35,8.7,17.09,Yes,8.87
Sandy,Cotton,924.4,,5.76,70.3,1.79,6.9,4.25,No,5.67
Sandy,Soybean,882.5,27.4,6.73,194.9,8.84,8.1,15.46,No,6.52
Loamy,Soybean,1173.8,17.1,5.46,154.7,8.44,6.2,6.93,No,7.69
Clay,Rice,1018.2,18.4,7.36,40.4,4.4,7.6,4.31,Yes,9.28
Sandy,Maize,905.2,15.4,5.88,80.7,3.77,7.4,15.07,No,9.5
Peaty,Maize,1202.9,31.0,,133.5,1.87,7.5,2.21,No,10.01
Loamy,Cotton,1092.9,28.8,7.18,56.5,10.37,7.9,41.63,Yes,7.74
Clay,Wheat,797.9,14.0,5.99,93.8,5.47,5.9,4.75,No,7.55
Sandy,Wheat,,25.8,5.42,0.0,10.65,5.7,2.77,Yes,7.99
Clay,Soybean,1083.7,16.4,5.85,141.0,3.74,9.4,,Yes,9.04
Sandy,Soybean,952.7,28.9,6.02,176.6,1.65,9.5,1.95,Yes,7.83
Clay,Rice,784.7,24.2,5.92,71.2,1.52,7.1,0.72,No,8.32
Peaty,Barley,1007.3,28.4,7.57,115.5,3.54,6.4,1.0,No,7.35
Loamy,Maize,792.3,29.2,6.55,134.3,8.88,7.5,3.82,No,11.18
Silty,Wheat,793.7,23.6,7.7,152.2,11.22,4.9,2.11,No,6.8
Loamy,Wheat,693.3,,7.45,125.5,4.16,9.5,10.43,Yes,9.84
Sandy,,604.7,26.4,6.47,211.6,4.3,7.4,0.53,Yes,7.66
Loamy,Soybean,924.0,22.8,7.52,123.3,1.57,8.6,4.17,No,7.2
Clay,Wheat,1038.7,25.0,6.88,168.4,4.47,5.8,3.19,Yes,8.45
Clay,Barley,766.0,32.2,7.24,40.3,7.43,7.4,1.21,Yes,6.05
Clay,Wheat,645.1,19.0,6.66,103.3,1.95,9.8,5.73,Yes,8.26
Clay,Cotton,585.6,24.8,6.99,160.0,9.68,7.2,9.19,Yes,6.42
Clay,Cotton,1224.2,26.9,7.84,175.2,9.41,,1.76,No,5.99
Silty,Rice,1117.4,25.2,,96.5,9.22,7.6,2.9,Yes,9.39
Clay,Maize,775.9,,5.35,205.0,4.6,8.3,1.86,Yes,11.1
Sandy,Rice,626.5,32.2,7.37,168.9,7.92,5.8,5.21,Yes,8.93
Sandy,Soybean,870.8,22.7,,99.0,5.98,6.7,4.26,No,6.92
Clay,Wheat,827.6,17.9,5.81,154.5,2.69,10.1,1.34,Yes,8.45
Peaty,Maize,866.7,34.4,6.98,161.1,3.98,8.8,5.87,Yes,9.42
Sandy,Barley,367.7,24.5,5.99,95.4,7.86,,1.09,No,6.09
Silty,Cotton,548.9,25.3,5.92,175.2,5.26,7.2,8.52,Yes,6.7
Loamy,Rice,1097.7,,7.16,141.7,4.8,3.0,2.72,No,8.96
Silty,Soybean,1077.1,24.2,6.04,147.9,4.47,6.1,1.08,No,7.11
Clay,Rice,463.2,31.2,5.16,194.7,,5.9,4.61,No,6.92
Sandy,Maize,856.0,23.8,6.33,123.0,1.91,3.2,9.42,No,8.73
Silty,Rice,1125.7,20.5,5.41,164.1,6.46,7.1,3.29,Yes,10.2
Peaty,Barley,882.3,12.8,5.89,,5.61,9.7,8.4,No,7.56
Sandy,Barley,591.2,23.9,5.85,193.2,2.86,7.4,3.78,Yes,8.47
Loamy,Rice,907.7,29.1,7.41,116.5,4.44,6.0,12.96,Yes,9.95
Clay,Wheat,1218.5,24.4,6.65,232.8,,4.2,3.09,No,7.43
Sandy,Maize,874.7,21.5,6.15,134.5,6.94,5.8,0.66,Yes,10.6
Sandy,Rice,731.2,23.9,5.38,118.5,12.15,8.4,8.51,No,8.97
Clay,Rice,1368.4,24.6,5.33,101.9,6.25,9.9,6.53,Yes,8.98
Peaty,Wheat,1230.6,23.0,,87.1,7.83,5.3,18.64,Yes,8.18
Sandy,Barley,1526.9,24.3,8.93,172.6,5.55,9.8,1.05,No,5.01
Clay,Wheat,,16.9,6.45,135.5,5.44,7.3,3.38,Yes,8.52
Sandy,Maize,1201.0,27.0,6.16,20.4,,5.7,9.77,Yes,9.85
Sandy,Rice,987.9,27.5,5.35,144.5,7.2,9.3,1.01,Yes,8.63
Peaty,Barley,1047.2,17.4,7.37,155.2,5.41,5.1,,Yes,8.43
Clay,Barley,1202.7,15.2,6.82,139.6,0.79,4.1,45.05,No,6.69
Silty,Rice,885.9,13.7,6.47,181.3,7.26,7.7,5.33,Yes,9.62
Sandy,Barley,1223.1,,6.77,130.9,2.98,7.1,3.19,Yes,7.34
Sandy,Barley,791.8,24.1,7.46,196.8,4.11,8.0,1.5,Yes,7.39
Sandy,Maize,971.2,30.2,6.8,281.4,2.15,6.3,7.53,Yes,10.21
Silty,Barley,605.2,30.6,5.82,141.4,7.91,6.5,5.01,No,7.51
Peaty,,613.0,21.0,5.85,208.0,2.4,9.5,1.48,No,9.67
Peaty,Wheat,606.3,22.7,5.81,160.7,8.32,6.8,3.48,Yes,8.68
Silty,Rice,969.0,20.3,6.94,168.2,4.9,6.2,18.29,Yes,9.28
Silty,Wheat,651.9,17.5,5.53,125.2,3.14,7.4,9.02,Yes,8.43
Silty,Maize,100.0,26.9,5.4,65.0,9.91,7.4,1.86,Yes,8.83
Sandy,Rice,978.8,20.9,4.89,155.1,4.14,6.1,11.55,No,8.38
Clay,Barley,1499.2,26.7,6.26,249.2,4.86,9.0,1.2,Yes,7.81
Sandy,Rice,864.3,17.9,6.22,147.3,6.09,4.6,1.3,No,7.66
,Soybean,1117.1,24.1,6.27,102.0,5.12,6.9,2.64,Yes,6.82
Clay,Rice,532.6,25.9,6.14,228.5,9.57,8.9,3.96,,9.17
Sandy,Barley,824.2,31.1,6.68,180.2,7.93,7.2,0.96,,6.99
Loamy,Cotton,1214.6,20.8,,173.1,9.42,4.3,14.26,Yes,8.23
Silty,Rice,376.0,19.1,5.92,295.8,5.25,6.9,9.38,Yes,9.54
Clay,Rice,580.8,24.4,8.21,142.3,9.03,7.4,4.93,No,7.97
Silty,Cotton,371.3,22.9,7.78,113.2,5.05,10.4,6.6,Yes,6.59
Loamy,Wheat,414.2,26.2,5.74,176.9,1.62,9.8,8.85,Yes,8.66
Peaty,Soybean,1065.0,30.8,6.06,183.9,5.46,11.1,3.62,No,6.88
Loamy,Soybean,1013.2,39.8,6.84,72.8,7.97,8.1,0.21,Yes,6.68
Sandy,Wheat,475.5,18.9,6.32,270.4,1.47,7.7,2.66,No,7.19
Peaty,Barley,947.9,29.1,7.24,203.6,1.42,9.4,2.9,Yes,8.75
Clay,Rice,996.4,28.2,6.67,246.7,11.09,,3.28,Yes,8.82
Silty,Barley,679.1,20.7,8.22,274.3,2.52,8.5,7.89,Yes,7.61
Clay,Wheat,900.6,23.6,6.32,55.3,4.1,8.0,2.99,Yes,8.05
Silty,Rice,1416.4,23.4,5.52,147.5,3.11,5.7,0.7,No,8.55
Silty,Soybean,742.4,30.2,8.11,179.6,6.88,8.9,7.3,Yes,7.93
Peaty,Soybean,1076.8,26.9,5.98,119.5,,9.2,1.43,Yes,7.7
Peaty,Soybean,576.4,11.1,5.77,173.8,0.0,6.6,,No,7.44
Sandy,Cotton,,17.5,7.44,200.6,4.17,7.7,4.44,No,6.32
Clay,Wheat,743.9,33.2,5.84,105.6,0.25,9.2,3.34,Yes,7.1
Clay,Cotton,899.0,26.5,6.73,,2.21,6.8,,No,5.97
Silty,Barley,830.2,19.5,5.27,53.0,8.05,4.6,14.08,No,6.5
Clay,Soybean,,25.7,6.58,98.4,6.07,8.3,3.14,No,7.15
Peaty,Barley,900.4,30.0,7.69,110.0,7.61,7.8,5.72,Yes,7.95
Clay,Soybean,1194.4,16.2,6.2,114.5,3.98,6.2,1.64,No,7.06
,Maize,762.0,25.7,7.66,138.6,3.87,6.8,12.28,Yes,10.41
Sandy,Wheat,628.5,29.0,4.81,157.3,6.48,6.4,1.21,No,5.71
Clay,Barley,1241.8,26.2,6.59,77.6,7.26,4.6,7.1,No,7.03
Silty,Barley,1134.2,18.0,,116.9,5.93,8.5,0.42,Yes,8.29
Sandy,Barley,801.7,29.2,6.93,84.5,7.29,8.7,0.75,Yes,7.11
Clay,Soybean,778.1,25.5,6.29,165.9,5.5,7.8,1.94,,7.03
Silty,Cotton,937.4,27.9,7.24,198.8,4.5,8.3,2.25,Yes,7.49
Clay,Cotton,637.1,22.5,6.52,157.7,3.55,6.2,3.68,No,6.43
Loamy,Maize,918.3,26.1,7.05,,5.24,7.1,3.18,Yes,11.19
Peaty,Barley,1298.9,25.3,6.43,209.3,8.43,7.3,2.58,,7.76
,Rice,810.4,18.8,7.31,118.4,4.91,,0.98,No,8.67
Sandy,Cotton,813.4,17.1,5.82,118.0,9.9,9.7,18.73,No,6.17
Peaty,Rice,997.6,25.6,,99.0,7.01,6.9,,Yes,10.03
Clay,Wheat,1039.7,,,53.4,6.41,6.5,1.12,Yes,7.93
,Soybean,337.3,31.4,6.84,144.3,0.02,9.4,12.1,No,5.54
Loamy,Barley,999.7,31.4,8.43,82.7,4.4,7.0,2.84,Yes,6.79
Sandy,Cotton,1015.3,23.1,6.44,133.9,5.59,5.7,1.06,Yes,7.24
Sandy,Soybean,977.4,37.9,7.06,125.7,5.73,5.7,2.19,No,6.25
Clay,Rice,880.1,13.8,6.61,48.5,3.41,7.6,1.39,No,7.16
Sandy,Soybean,653.5,30.3,6.53,143.9,5.18,7.8,3.17,No,6.84
Silty,Cotton,1028.4,29.1,6.65,156.3,5.78,5.1,5.1,Yes,6.95
,Wheat,890.2,19.4,7.82,134.7,5.4,9.5,2.53,No,7.05
Clay,Rice,865.8,12.8,7.34,250.3,6.58,10.0,1.65,No,8.4
Loamy,Soybean,636.5,23.7,7.13,236.2,5.1,8.5,11.48,No,8.01
Silty,Soybean,1033.3,26.3,6.19,100.7,7.94,6.3,1.9,No,7.67
Sandy,Cotton,954.8,23.8,5.99,223.9,6.53,7.4,2.58,Yes,6.6
Clay,Maize,1069.4,30.7,6.63,223.6,4.24,7.3,6.01,Yes,10.52
Clay,Maize,1332.5,24.8,6.81,111.9,2.48,7.4,5.36,No,9.38
Peaty,Barley,1204.5,25.5,5.98,183.6,1.46,5.8,5.76,Yes,8.6
Clay,Barley,937.3,23.8,6.0,130.0,3.54,8.1,16.22,No,7.72
Sandy,Barley,1027.2,17.3,6.78,191.1,4.33,6.8,1.81,No,7.32
Peaty,Cotton,995.3,14.0,6.5,145.1,1.08,6.2,10.11,Yes,6.98
Clay,Rice,1366.4,15.5,,127.1,2.81,6.0,1.55,,9.62
Loamy,Rice,566.0,29.1,5.41,136.9,3.82,7.9,,No,8.14
Clay,Barley,525.1,19.5,7.38,201.6,2.46,4.7,1.52,Yes,7.62
Loamy,Rice,1196.0,32.3,6.56,79.5,2.27,8.5,4.18,No,8.08
Sandy,Rice,618.1,34.5,6.11,220.1,2.76,7.1,2.46,No,7.86
Silty,Cotton,1048.6,28.6,6.67,210.0,5.07,5.6,3.11,No,6.64
Silty,Maize,870.9,19.3,6.14,222.0,7.18,8.1,,Yes,11.09
Sandy,Rice,1033.5,18.8,7.42,135.0,4.28,8.3,9.02,Yes,9.53
Clay,Cotton,275.9,23.0,6.21,157.2,3.94,6.7,10.12,No,5.16
Peaty,Soybean,461.5,24.9,5.41,184.0,3.93,6.1,16.38,No,7.33
Sandy,Cotton,887.2,24.6,5.89,117.9,5.55,6.2,1.31,Yes,7.39
Loamy,Maize,642.6,17.6,5.46,194.1,3.91,6.2,1.44,Yes,10.7
Peaty,Rice,1218.8,26.3,5.58,133.0,6.75,11.4,1.46,No,8.09
Clay,Soybean,1021.5,29.1,5.58,192.4,6.62,7.3,0.8,Yes,7.33
Peaty,Maize,1161.1,15.9,5.81,190.7,2.35,8.3,3.74,Yes,10.84
Sandy,Wheat,713.5,19.0,7.18,222.6,6.97,8.9,4.52,No,7.59
Peaty,Wheat,1018.2,16.1,6.81,194.7,3.78,11.2,1.46,Yes,8.68
Sandy,Barley,991.0,,7.11,214.6,2.19,8.9,2.03,Yes,8.46
Peaty,Maize,921.9,21.8,7.02,156.8,,7.1,7.34,Yes,11.75
Sandy,Barley,748.6,29.5,5.9,177.0,10.42,7.9,4.69,Yes,7.63
Clay,Soybean,1278.5,17.2,6.31,160.8,6.13,11.2,0.88,No,6.4
Peaty,Barley,906.0,23.4,6.83,,6.08,7.5,6.43,No,8.09
Loamy,Barley,207.5,25.2,7.42,99.1,2.57,8.0,8.95,No,6.72
Peaty,Rice,1208.4,25.2,6.11,48.4,7.19,6.2,1.93,Yes,8.62
Peaty,Soybean,766.7,27.4,6.25,188.6,5.71,4.5,5.12,No,7.99
,Rice,1214.0,,5.85,,7.53,8.5,7.37,Yes,10.28
Loamy,Rice,1026.9,25.5,7.19,,4.47,9.2,11.0,Yes,10.34
Clay,Rice,1079.7,31.6,4.54,166.6,8.04,8.4,4.0,Yes,8.49
Clay,Maize,,23.4,6.13,99.5,6.52,10.2,1.44,Yes,10.63
Sandy,Soybean,704.9,28.7,7.02,88.4,,8.2,5.01,Yes,7.12
Loamy,Maize,480.3,22.7,8.55,187.9,4.95,6.3,2.67,Yes,9.45
Peaty,Wheat,999.9,27.8,5.65,,3.11,6.3,5.88,Yes,6.94
Sandy,Cotton,1001.5,23.0,6.96,106.4,1.92,,4.68,No,5.45
Peaty,Barley,718.3,19.5,7.5,233.7,3.39,8.4,1.65,No,8.22
Peaty,Wheat,600.3,20.1,6.23,,3.24,7.0,5.33,No,7.77
Sandy,Barley,733.1,24.4,6.87,121.6,4.6,6.1,3.29,Yes,7.3
Sandy,Wheat,654.7,20.7,6.91,194.1,5.99,6.2,4.36,No,7.25
Silty,Barley,627.4,22.1,6.42,93.4,5.18,8.2,9.52,No,7.18
Loamy,Maize,1104.6,25.8,5.95,104.2,8.29,7.2,2.58,Yes,11.62
Peaty,Rice,1017.2,,6.51,71.2,5.6,7.0,4.47,,9.37
Clay,Soybean,904.9,18.5,5.89,140.0,6.3,3.7,6.42,Yes,7.25
,Soybean,1040.9,22.0,6.09,272.2,3.06,6.2,5.34,No,7.44
Peaty,Cotton,762.2,37.7,7.32,184.4,4.6,6.9,,Yes,5.72
Loamy,Wheat,317.2,27.3,,216.8,5.79,6.9,8.44,Yes,8.99
Clay,Rice,497.6,29.3,6.76,70.7,5.38,8.1,5.6,No,7.86
Sandy,Rice,849.9,,6.48,89.0,5.81,9.4,1.83,No,8.4
Loamy,Cotton,704.2,28.5,4.96,250.6,0.0,7.3,1.54,No,6.17
Clay,Barley,1133.3,25.7,6.9,168.1,3.32,10.9,1.67,Yes,7.78
Sandy,Barley,,27.8,6.03,166.3,3.45,7.3,2.01,Yes,8.34
Loamy,Cotton,1163.0,23.3,5.43,,6.65,7.2,1.71,Yes,8.17
Peaty,,960.3,18.9,5.06,73.7,4.13,7.2,3.03,Yes,6.28
Peaty,Soybean,816.7,20.5,7.02,150.3,9.63,10.1,2.38,Yes,8.95
Silty,,877.3,22.9,7.8,191.9,3.36,7.3,1.14,,8.0
Clay,Soybean,493.6,23.9,6.75,242.9,2.9,8.2,2.35,No,6.78
Sandy,Soybean,721.8,20.2,7.33,76.1,5.05,10.2,3.31,No,6.67
Clay,Wheat,849.2,31.2,6.24,214.5,5.77,9.7,1.63,Yes,8.41
Silty,Maize,678.4,22.4,7.02,290.5,5.65,7.0,1.35,Yes,10.45
Sandy,Rice,741.1,23.5,5.98,174.8,4.73,7.6,4.12,No,8.45
Clay,Soybean,1154.7,,6.96,141.2,2.55,7.3,9.31,Yes,8.46
Loamy,Soybean,776.1,28.9,8.02,,0.43,6.4,3.62,Yes,6.85
Silty,Wheat,525.3,25.3,5.49,148.7,5.15,4.1,3.63,No,6.64
Sandy,Maize,704.0,25.4,5.17,220.5,7.41,5.5,2.06,Yes,9.58
Peaty,Soybean,997.4,24.8,5.73,153.0,3.3,7.6,2.56,Yes,8.41
Clay,Barley,941.2,17.5,5.22,154.8,3.02,9.3,0.99,No,6.73
Loamy,Wheat,1014.1,23.8,5.77,129.2,3.71,8.0,4.64,No,9.13
Loamy,Rice,747.9,24.6,5.67,205.4,0.0,10.3,2.0,No,9.65
Silty,Cotton,,28.1,6.74,132.6,11.33,8.6,2.53,No,6.86
Peaty,Rice,1208.4,21.4,6.72,,5.73,5.6,10.85,Yes,8.36
Clay,Rice,890.5,25.2,7.16,0.0,1.7,3.6,1.93,Yes,8.04
Silty,Maize,288.7,20.9,5.74,157.9,1.45,5.4,2.71,Yes,10.17
Silty,,1237.9,23.5,5.8,19.3,6.82,5.5,2.48,Yes,8.43
Peaty,Wheat,360.1,18.4,6.12,127.3,4.92,7.8,1.99,Yes,8.86
Loamy,Cotton,403.2,22.6,7.29,240.7,5.1,6.5,3.5,No,6.99
Loamy,Barley,554.4,18.8,8.08,202.6,5.58,6.3,6.91,No,7.74
Clay,Rice,937.6,18.3,6.45,150.6,4.38,6.6,14.92,Yes,10.07
Peaty,Maize,658.4,25.8,6.65,212.7,4.66,8.1,7.23,No,9.79
Silty,Wheat,790.0,,6.51,214.0,2.83,,5.77,No,8.83
Clay,Soybean,1079.7,25.3,6.48,132.2,8.22,9.7,2.48,Yes,7.68
Sandy,Rice,914.7,21.6,6.51,136.8,5.33,,3.24,No,8.12
Clay,Cotton,1292.7,20.1,,189.0,6.06,9.5,2.58,Yes,7.67
Sandy,Wheat,1019.7,15.4,8.97,32.8,4.03,6.6,6.3,No,5.92
Sandy,Cotton,1200.1,27.3,6.55,180.8,3.57,10.0,1.8,No,6.22
Silty,Wheat,1020.2,27.3,6.22,148.0,1.06,7.5,12.82,No,8.39
Silty,Soybean,1014.2,24.4,7.65,50.1,1.13,10.0,0.91,Yes,7.78
Silty,Barley,746.8,23.4,6.34,144.8,6.55,7.4,1.5,Yes,8.8
Loamy,Cotton,1187.4,20.9,7.09,103.7,5.64,6.9,2.03,Yes,7.7
Sandy,Rice,995.0,21.6,6.15,150.2,8.87,9.3,29.51,Yes,9.4
Silty,Maize,860.6,24.4,6.17,133.7,6.9,5.5,18.27,No,11.06
Loamy,Wheat,1073.6,30.0,6.71,177.6,3.85,7.1,1.73,No,7.58
Silty,Soybean,795.4,18.0,6.22,180.4,9.49,7.2,2.39,No,7.06
Sandy,Barley,1031.3,25.5,,47.4,1.58,7.8,0.64,Yes,7.41
Silty,Cotton,1029.8,22.8,6.03,183.9,6.79,,,No,7.42
Sandy,Barley,1018.9,25.4,4.99,90.4,2.88,7.0,,,6.36
Loamy,Wheat,1023.8,19.0,7.85,142.4,8.71,6.2,1.91,No,7.7
Silty,Soybean,722.9,18.6,4.61,263.7,5.66,6.3,8.29,No,7.25
Peaty,Wheat,1632.0,23.9,7.07,160.9,5.78,9.8,2.93,No,7.28
Clay,Soybean,921.4,21.1,8.7,172.0,4.42,5.6,6.85,No,5.57
Peaty,,765.3,,4.46,151.0,5.32,7.6,10.23,Yes,6.58
Peaty,Soybean,691.0,14.9,4.03,196.2,3.57,6.1,86.18,No,5.75
Peaty,Maize,700.5,22.1,5.91,172.9,2.46,7.2,1.96,Yes,10.71
Silty,Soybean,932.9,17.7,5.97,191.4,7.09,7.1,0.96,Yes,8.17
Clay,Maize,1624.6,21.8,7.27,172.0,7.37,7.9,,Yes,10.83
Silty,Rice,,27.2,5.86,164.4,6.52,6.7,7.96,No,8.76
Silty,Soybean,1262.0,19.4,7.09,173.2,4.68,5.9,6.93,Yes,7.38
Silty,Rice,291.4,27.1,6.82,112.5,6.31,4.4,2.1,No,7.78
Sandy,,1004.7,24.7,8.18,237.7,1.75,7.6,1.18,Yes,6.02
Clay,Rice,896.6,21.3,4.67,151.1,5.98,9.2,1.76,No,7.63
Loamy,Rice,885.8,25.6,5.4,88.9,3.61,7.0,8.25,Yes,9.51
Sandy,Cotton,486.0,32.3,6.71,141.4,2.81,6.4,0.74,Yes,5.58
Clay,Cotton,801.6,30.4,6.13,110.2,2.59,8.2,2.92,Yes,8.05
Silty,Wheat,1009.4,32.6,6.38,172.8,1.02,6.2,3.46,No,7.38
Peaty,Wheat,990.7,22.5,7.92,163.9,4.95,7.5,9.59,Yes,8.26
Peaty,Rice,1046.4,16.6,7.45,154.4,6.55,7.7,2.98,Yes,9.37
Sandy,Soybean,951.7,18.8,6.32,237.5,4.44,6.1,2.48,Yes,7.54
Sandy,Cotton,1077.0,,5.32,199.2,7.21,8.5,2.32,Yes,7.24
Loamy,Rice,1055.1,27.5,5.71,223.6,0.85,6.0,2.4,No,8.96
Loamy,Cotton,742.8,20.5,6.14,106.2,6.38,9.8,4.2,No,7.11
Clay,Barley,945.2,26.7,5.98,200.9,5.5,6.1,2.34,No,7.69
Loamy,Wheat,467.4,24.7,6.99,117.5,2.14,8.6,3.33,No,8.08
Clay,Cotton,1101.2,26.5,5.73,238.7,,9.9,5.5,Yes,6.98
Silty,Soybean,1172.4,25.8,7.44,157.1,7.82,8.5,16.32,Yes,8.13
Peaty,Soybean,,21.0,,206.4,6.91,7.8,5.01,Yes,7.68
Peaty,Barley,1235.5,25.4,5.42,113.2,6.17,8.4,0.44,Yes,9.0
Clay,Rice,569.3,26.3,7.03,78.4,6.66,7.5,4.91,Yes,7.65
Silty,Barley,830.1,25.0,6.93,151.9,5.59,6.6,1.34,Yes,7.32
Clay,Maize,1142.0,28.3,6.42,229.9,3.51,9.4,10.97,Yes,11.44
Sandy,Rice,1212.4,14.9,5.39,165.9,5.66,7.2,2.2,Yes,9.13
Clay,Rice,967.1,36.5,5.88,240.9,5.76,8.7,24.59,Yes,9.63
Silty,Maize,1406.7,10.6,4.94,215.9,7.39,5.6,6.7,No,9.44
Peaty,Wheat,659.1,35.0,7.64,80.1,7.48,8.0,7.85,No,6.48
Clay,Cotton,840.1,23.9,6.72,144.8,2.78,9.3,5.4,No,6.91
Clay,Barley,,23.0,6.93,110.9,4.27,,5.26,Yes,7.53
Peaty,Cotton,1084.3,,,123.1,8.24,8.0,3.99,No,6.57
Loamy,Cotton,1453.6,24.3,6.16,91.8,6.96,6.5,0.97,Yes,7.25
Peaty,Cotton,859.9,29.1,7.56,164.9,2.12,7.7,6.87,Yes,6.86
Silty,Barley,781.6,37.3,6.6,209.2,0.0,8.8,1.53,No,7.61
Silty,Wheat,1133.0,25.5,6.24,236.9,0.91,7.9,5.18,Yes,9.29
Peaty,Cotton,1039.2,33.3,6.16,151.4,2.84,7.7,1.75,Yes,6.53
Sandy,Wheat,511.3,14.0,6.23,64.0,2.28,5.1,,Yes,6.9
Sandy,Rice,569.5,29.1,7.72,156.4,5.2,11.1,25.34,No,8.43
Sandy,Wheat,597.2,23.7,7.49,216.4,6.65,7.3,3.73,Yes,7.63
Peaty,Soybean,837.0,,7.77,101.9,6.55,6.8,2.3,No,6.87
Peaty,Rice,662.8,17.7,6.99,64.6,4.37,7.4,3.82,Yes,9.06
Silty,Barley,795.7,25.1,7.08,137.0,5.78,8.4,2.59,No,8.1
Clay,Barley,1050.8,25.7,6.61,312.4,11.46,9.0,3.15,Yes,8.61
Sandy,Rice,1322.3,21.7,6.38,145.3,3.84,5.5,11.28,No,8.19
Silty,Cotton,1050.2,21.0,5.74,162.1,3.89,8.4,7.32,Yes,8.47
Silty,Soybean,388.5,32.5,6.98,174.2,7.26,8.7,0.95,Yes,6.28
Sandy,Soybean,876.8,18.2,6.82,157.8,8.36,7.8,4.69,No,6.73
Clay,,787.2,29.8,5.56,212.3,6.5,6.8,22.86,No,7.37
Peaty,Cotton,1076.4,24.1,5.73,55.4,0.29,7.3,1.55,Yes,6.02
Silty,Barley,1028.0,22.0,6.91,87.4,4.3,6.3,,Yes,8.04
Peaty,Barley,1057.9,25.7,6.43,147.0,5.47,4.9,3.85,No,8.19
Peaty,Cotton,,21.3,6.58,64.5,2.53,4.2,1.46,Yes,6.94
Peaty,Soybean,690.1,24.6,6.73,,0.0,9.2,1.23,No,7.11
Silty,Cotton,650.4,18.1,5.32,156.2,0.0,7.4,3.37,Yes,6.64
Clay,Soybean,701.1,24.8,7.29,108.9,6.39,5.3,5.13,No,7.57
Clay,Barley,970.2,26.1,5.62,108.4,7.17,8.1,14.49,Yes,7.29
Silty,Barley,641.8,23.0,7.6,158.8,6.56,8.0,4.86,Yes,8.53
Loamy,Rice,519.1,19.4,7.28,130.2,6.0,7.3,2.92,,9.97
Sandy,Rice,769.6,27.3,5.74,153.3,3.8,6.6,1.07,Yes,8.89
Peaty,Wheat,907.8,18.6,5.48,111.2,7.15,7.5,0.96,Yes,8.55
Loamy,Cotton,711.8,26.6,7.77,125.7,3.57,6.7,,Yes,7.42
Peaty,Wheat,982.9,26.3,5.06,112.1,5.06,5.8,2.68,No,6.92
Peaty,Barley,458.5,21.6,7.28,270.6,2.78,8.8,0.46,Yes,7.11
Sandy,Maize,623.2,25.3,5.8,117.6,,8.5,3.02,No,9.09
Sandy,Soybean,623.1,24.4,7.28,182.5,7.1,9.5,0.81,Yes,7.26
Loamy,Wheat,906.5,28.1,5.92,170.6,2.66,6.4,4.77,No,8.0
Loamy,Soybean,1038.7,19.0,6.81,,8.05,6.7,4.24,Yes,8.12
Silty,Rice,701.2,19.3,6.44,219.6,7.77,6.0,4.42,Yes,10.43
,Cotton,1074.4,15.7,6.71,195.5,7.3,4.7,1.56,No,6.8
Peaty,Cotton,1385.7,19.8,7.32,150.2,6.5,8.1,,Yes,8.01
Peaty,Wheat,771.2,10.8,6.17,49.5,,6.3,4.04,Yes,7.49
Peaty,Barley,496.2,17.7,7.12,145.2,2.31,6.5,2.78,No,6.71
Sandy,Barley,749.0,24.4,6.73,278.4,7.61,7.0,2.81,No,6.87
Silty,Cotton,482.8,15.4,6.93,50.3,5.39,6.6,30.66,No,4.72
Silty,Rice,1002.2,20.8,7.13,,0.95,6.3,3.52,No,8.96
,Soybean,,21.8,5.86,183.1,6.33,,3.43,No,7.68
Silty,Wheat,1132.7,29.1,6.63,141.6,2.28,9.7,5.52,No,8.67
Sandy,Cotton,1062.4,26.3,6.69,192.6,5.71,7.1,1.22,No,5.56
Sandy,Barley,842.9,29.0,7.06,79.2,6.03,5.4,22.38,No,6.94
Loamy,Rice,1308.8,20.7,5.72,153.4,4.48,9.1,3.07,Yes,9.65
