Rainfall_mm,Temperature_C,Soil_pH,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Sunlight_Hours_per_day,Farm_Size_ha,Crop_Yield_tonnes_per_ha,Soil_Type_Loamy,Soil_Type_Peaty,Soil_Type_Sandy,Soil_Type_Silty,Crop_Type_Cotton,Crop_Type_Maize,Crop_Type_Rice,Crop_Type_Soybean,Crop_Type_Wheat,Irrigation_Yes
352.8,34.3,6.25,41.8,3.6,7.8,1.19,5.94,1,0,0,0,0,0,0,1,0,0
924.3,22.1,6.28,279.8,5.1,7.1,4.43,8.11,0,1,0,0,1,0,0,0,0,1
865.3,19.6,6.52,46.5,0.0,8.4,0.42,7.44,1,0,0,0,0,0,0,0,0,1
832.9,18.9,6.92,125.9,5.71,8.6,6.57,8.09,0,0,0,0,0,0,1,0,0,0
898.8,20.3,7.19,218.3,10.12,6.8,6.57,9.91,0,1,0,0,0,1,0,0,0,0
611.7,29.3,6.82,115.8,1.91,7.1,13.02,10.56,0,0,0,0,0,1,0,0,0,0
415.2,27.8,6.64,124.2,4.62,6.2,0.84,6.16,0,1,0,0,1,0,0,0,0,1
965.8,29.1,7.39,126.6,3.39,7.2,0.98,6.23,0,0,1,0,0,0,0,0,1,0
616.7,19.7,6.11,154.3,4.67,5.7,2.53,7.16,0,0,0,1,0,0,0,1,0,0
1059.6,24.2,5.09,113.6,6.0,5.9,2.61,6.99,0,0,1,0,0,0,1,0,0,0
927.1,26.5,7.95,245.5,3.29,8.1,19.49,10.15,0,1,0,0,0,1,0,0,0,0
1081.5,16.0,5.65,114.3,0.11,7.7,3.77,6.97,0,1,0,0,0,0,0,0,0,0
1224.1,15.5,6.65,101.2,4.08,8.0,2.68,7.73,0,0,0,1,0,0,0,0,0,1
1223.8,19.5,6.07,118.4,3.62,7.7,11.49,9.15,0,1,0,0,0,0,1,0,0,1
1104.1,26.9,5.83,251.5,4.66,9.2,5.66,8.75,1,0,0,0,0,0,0,0,0,0
1003.7,28.8,7.45,199.9,7.61,7.4,3.12,8.21,0,1,0,0,0,0,0,0,1,1
892.6,23.9,5.38,38.7,2.47,6.0,4.32,6.1,1,0,0,0,1,0,0,0,0,0
666.8,34.3,4.59,116.0,8.01,9.2,4.25,5.34,0,0,0,0,0,0,0,1,0,0
1011.7,20.9,6.07,78.4,6.87,7.0,4.31,9.76,1,0,0,0,0,0,1,0,0,0
1005.1600000000001,32.8,5.738,263.5,7.08,8.9,13.22,7.58,0,0,1,0,0,0,0,1,0,1
998.3,12.8,5.66,109.6,0.96,8.5,7.18,7.35,1,0,0,0,1,0,0,0,0,1
368.3,23.1,7.32,167.8,4.07,8.5,1.68,7.74,1,0,0,0,0,0,0,0,1,0
1212.8,25.4,7.09,140.38,4.636,7.9,8.33,7.6,0,1,0,0,0,0,0,0,0,1
1231.1,27.8,7.087999999999999,226.3,1.7,8.8,4.87,6.29,0,0,1,0,1,0,0,0,0,0
1001.7,20.8,5.94,27.8,9.47,9.0,0.72,6.24,1,0,0,0,1,0,0,0,0,0
768.9,21.1,5.46,161.1,2.53,9.3,5.13,8.02,0,0,1,0,0,0,0,0,0,1
698.3,28.4,7.04,247.5,2.55,8.7,4.36,8.19,1,0,0,0,0,0,0,0,0,0
920.3,22.5,6.548,161.1,2.2,8.0,2.45,11.14,0,0,0,1,0,1,0,0,0,1
1171.0,27.0,6.56,142.7,10.857599999999984,8.9,1.15,10.04,1,0,0,0,0,0,1,0,0,1
1162.7,18.0,5.39,203.4,6.66,7.8,2.95,8.77,0,0,1,0,0,0,1,0,0,1
958.0,21.9,7.32,123.17999999999999,2.86,8.7,16.5,10.6,0,0,0,0,0,1,0,0,0,0
921.1,19.0,5.82,212.5,3.02,6.9,1.43,9.22,0,0,0,0,0,0,1,0,0,0
807.4,25.4,6.54,110.3,2.26,10.6,2.9,5.96,0,0,0,0,1,0,0,0,0,0
897.4,21.9,6.21,189.7,4.25,7.6,2.14,8.84,0,0,1,0,0,0,1,0,0,0
800.8,23.0,6.48,149.7,7.04,9.5,1.24,9.17,1,0,0,0,0,0,0,0,0,1
796.3,23.2,6.97,179.8,5.17,4.4,1.4,9.41,0,1,0,0,0,0,0,0,0,1
1104.9,22.7,5.55,284.0,2.63,7.0,3.22,8.61,0,1,0,0,0,0,0,0,0,1
330.164,17.8,6.4159999999999995,143.5,3.42,8.18,12.64,8.53,0,0,0,0,0,0,0,0,0,1
963.6,14.8,7.52,218.1,3.6,8.3,1.62,8.37,1,0,0,0,1,0,0,0,0,1
404.4,25.5,5.79,135.0,6.62,7.0,4.13,11.578600000000005,0,0,0,1,0,1,0,0,0,1
1159.1,23.5,5.84,7.624000000000001,2.95,6.7,6.44,8.58,1,0,0,0,0,0,1,0,0,1
862.2,31.0,6.91,85.8,1.69,10.2,7.33,7.31,0,0,1,0,0,0,0,0,0,0
1099.8,24.6,6.33,190.4,2.52,7.8,1.64,8.68,0,0,0,1,0,0,0,0,1,1
872.4,28.1,7.49,171.2,0.0,6.6,1.3,11.09,0,1,0,0,0,1,0,0,0,1
1055.6,22.2,7.94,137.4,3.13,6.5,2.11,6.69,1,0,0,0,1,0,0,0,0,0
678.5,12.4,6.47,163.9,3.82,6.0,4.006,7.53,1,0,0,0,0,0,0,1,0,1
875.4,24.1,6.64,132.2,1.85,10.7,9.31,8.86,1,0,0,0,0,0,0,0,1,0
818.2,23.0,6.55,135.4,5.06,8.6,9.89,7.45,0,1,0,0,1,0,0,0,0,1
1193.8,21.0,7.73,114.8,5.25,6.7,1.04,6.89,0,0,1,0,0,0,0,0,0,0
508.3,23.0,5.67,139.9,2.1,8.7,2.59,6.63,0,0,1,0,1,0,0,0,0,1
1239.5,23.9,6.49,147.5,1.83,5.3,6.31,8.69,1,0,0,0,0,0,0,0,0,0
683.5,25.2,6.882,185.8,7.4,6.9,2.01,9.38,0,1,0,0,0,0,1,0,0,1
354.7,27.7,7.02,128.3,5.96,5.5,6.03,9.18,0,0,1,0,0,1,0,0,0,0
526.5,34.2,7.11,189.5,1.07,6.7,3.82,6.84,1,0,0,0,1,0,0,0,0,1
865.3,25.74,6.88,138.3,6.67,4.7,3.86,10.59,0,0,1,0,0,1,0,0,0,1
1175.6,27.8,6.86,222.5,8.03,4.8,0.97,10.03,0,0,1,0,0,1,0,0,0,1
992.4,23.9,6.29,177.0,4.64,6.2,10.03,7.91,0,1,0,0,1,0,0,0,0,1
1010.4,32.0,5.73,211.9,1.58,6.0,4.94,8.7,0,0,0,1,0,0,0,0,1,1
1335.2,20.4,6.79,204.5,9.68,8.0,1.29,10.68,0,0,1,0,0,1,0,0,0,1
465.4,24.7,6.748,146.6,4.92,8.2,2.2,6.62,0,0,1,0,0,0,0,1,0,1
921.4,26.8,5.86,180.3,8.23,7.4,6.07,8.21,0,0,0,1,0,0,0,1,0,1
894.5,22.3,6.6,258.8,4.43,8.0,1.28,8.82,0,0,0,1,0,0,1,0,0,0
1370.6,16.7,7.28,97.8,3.4,7.7,1.07,7.72,0,1,0,0,0,0,0,0,0,1
850.6,19.4,5.14,192.1,5.39,8.9,8.84,9.0,0,0,0,1,0,0,0,0,0,1
1211.7,27.9,5.5,58.4,7.24,10.1,1.49,9.24,1,0,0,0,0,0,0,0,1,1
1154.2,26.5,5.96,170.0,7.82,7.6,3.17,11.28,0,0,0,1,0,1,0,0,0,1
574.8,18.8,6.07,152.8,2.41,8.1,1.29,8.21,0,0,0,1,0,0,0,1,0,1
1129.9,23.2,5.89,203.4,6.82,7.0,3.42,8.77,0,0,1,0,0,0,1,0,0,1
998.8,26.9,6.99,165.7,7.65,5.7,2.89,8.44,0,0,0,1,0,0,1,0,0,0
1303.5,18.9,4.97,194.1,10.65,6.2,5.23,9.7,0,0,0,1,0,1,0,0,0,1
1034.8,20.0,5.992,54.5,4.36,7.3,8.89,10.75,0,0,0,0,0,1,0,0,0,1
1266.2,25.4,5.78,77.4,2.05,9.2,2.59,5.61,0,0,1,0,1,0,0,0,0,0
1186.9,18.9,8.42,226.5,8.88,5.5,2.0,9.1,0,0,0,0,0,1,0,0,0,0
873.4,23.94,7.49,155.4,9.5,7.7,9.67,6.84,0,1,0,0,0,0,0,0,1,0
916.9,18.6,6.56,188.3,4.85,7.9,5.84,7.57,0,0,0,0,1,0,0,0,0,1
904.1,21.3,6.01,94.1,0.48,9.4,2.43,9.56,0,0,1,0,0,0,1,0,0,1
821.9,28.1,5.61,14.5,4.64,6.1,2.03,5.35,0,0,0,1,1,0,0,0,0,0
1075.4,28.9,6.85,158.0,8.0,6.2,2.53,8.09,0,0,1,0,0,0,0,0,1,0
880.4,21.4,5.96,110.5,3.5,7.7,5.6,9.15,0,0,0,1,0,0,0,0,0,1
825.7,26.8,7.65,114.5,2.04,7.0,2.67,9.56,0,0,0,0,0,1,0,0,0,0
864.0,25.7,6.05,125.2,7.08,8.5,0.86,8.97,1,0,0,0,0,0,0,1,0,1
739.2,27.1,6.17,206.4,2.7,8.5,6.02,9.09,1,0,0,0,0,0,0,0,0,1
1160.1,24.2,6.41,119.5,1.69,9.0,2.26,8.03,0,0,0,1,0,0,0,0,0,0
830.1,25.1,6.79,127.28479999999999,10.72,6.4,3.3,8.51,0,0,0,0,0,0,0,0,1,1
912.5,26.26,5.48,206.2,4.12,8.5,2.15,10.3,0,0,0,0,0,1,0,0,0,1
1026.2,29.7,6.9,174.1,4.29,7.859999999999999,9.81,9.49,1,0,0,0,0,0,1,0,0,1
1324.7,19.7,6.08,173.1,3.29,8.3,1.08,11.14,0,1,0,0,0,1,0,0,0,0
798.5,27.1,6.19,174.9,3.66,8.1,2.02,8.68,1,0,0,0,0,0,0,0,1,0
653.4,33.6,6.33,115.6,6.69,6.0,1.8359999999999999,6.48,0,0,0,1,1,0,0,0,0,1
975.2199999999999,22.1,7.05,133.3,3.62,6.2,0.79,10.45,0,0,0,1,0,0,1,0,0,1
839.6,29.9,6.64,90.4,7.14,6.9,3.26,7.68,1,0,0,0,1,0,0,0,0,1
1174.7,19.1,7.99,165.3,3.85,8.1,2.07,7.87,0,0,0,0,0,0,0,1,0,1
1488.4299999999998,25.8,6.04,120.0,5.83,5.1,4.58,5.2514,0,1,0,0,0,0,0,0,1,0
746.0,25.5,6.66,143.2,2.6,8.2,6.7,9.65,0,0,0,1,0,0,1,0,0,0
1229.9,28.9,8.42,112.7,2.68,6.7,1.55,6.08,1,0,0,0,0,0,0,0,0,0
1001.1,19.6,7.28,148.2,4.56,8.1,4.17,8.28,0,0,0,0,0,0,0,1,0,1
377.0,25.6,5.0,72.3,10.43,8.2,2.14,8.92,0,0,0,1,0,1,0,0,0,0
714.6,28.2,6.83,112.4,5.38,9.3,2.54,7.69,0,0,0,0,1,0,0,0,0,1
934.1,28.9,6.6,104.4,3.75,6.3,10.2,8.9,1,0,0,0,0,0,1,0,0,0
1019.3,18.9,7.32,163.7,1.89,6.1,10.39,9.6,1,0,0,0,0,0,1,0,0,1
900.0,28.0,5.77,170.3,4.13,9.0,3.32,8.68,0,1,0,0,0,0,0,0,0,1
840.9,24.6,6.36,163.4,3.5,8.8,5.98,9.08,0,0,0,1,0,0,1,0,0,0
771.9,29.1,6.48,126.4,6.47,6.1,3.54,9.64,0,0,0,0,0,1,0,0,0,0
926.6,26.4,7.24,159.3,2.488,7.1,9.13,10.5,0,0,0,1,0,0,1,0,0,1
1488.4299999999998,25.5,5.01,215.2,5.27,9.5,5.12,6.17,0,1,0,0,1,0,0,0,0,1
1466.0,23.2,6.94,255.1,6.05,7.5,11.19,8.32,1,0,0,0,0,0,0,1,0,0
1387.8,26.0,6.26,166.2,5.38,6.0,1.81,7.52,0,0,1,0,0,0,0,1,0,1
734.7,18.9,6.26,16.7,4.75,9.1,2.19,6.23,0,0,0,0,0,0,0,1,0,0
381.6,34.9,6.13,110.3,8.38,8.3,1.55,7.2,0,0,0,0,0,0,0,0,0,1
1112.6,30.8,7.29,87.7,6.94,7.0,4.4,5.72,0,0,1,0,0,0,0,1,0,0
1042.3,23.0,7.06,180.0,6.96,6.5,0.77,7.15,0,0,1,0,0,0,0,0,0,0
956.8,17.3,6.79,196.90000000000003,1.66,4.1,13.92,7.54,0,1,0,0,0,0,0,0,1,1
1108.5,27.5,7.68,286.7380000000001,8.04,7.8,1.29,7.71,0,0,1,0,0,0,1,0,0,1
606.4,20.6,4.59,156.3,1.96,9.8,4.19,10.41,1,0,0,0,0,1,0,0,0,1
1074.6,20.7,6.18,163.7,2.3,8.7,2.96,9.96,0,1,0,0,0,0,1,0,0,1
1192.1,29.4,6.51,148.4,2.59,7.1,10.09,7.67,0,0,1,0,0,0,0,0,0,0
738.8,21.7,7.71,98.2,3.67,5.6,6.42,6.71,0,0,0,1,0,0,0,0,1,0
695.0,22.9,6.61,266.7,5.23,9.2,0.86,11.16,1,0,0,0,0,1,0,0,0,1
1155.3,33.4,6.35,127.1,3.63,4.9,5.37,6.98,1,0,0,0,0,0,0,1,0,0
701.1,22.8,6.49,153.2,6.02,6.8,1.45,10.74,0,1,0,0,0,1,0,0,0,1
827.4,26.2,5.6,171.3,8.36,7.9,4.36,10.23,0,1,0,0,0,1,0,0,0,1
913.3,25.0,6.52,132.8,0.72,7.9,1.8,8.63,1,0,0,0,0,0,0,1,0,1
558.6,24.7,6.42,93.6,3.27,7.3,5.34,7.44,0,1,0,0,0,0,0,0,1,0
751.1,24.1,6.08,178.2,6.25,7.5,0.83,7.86,0,0,0,0,0,0,0,0,0,1
934.5799999999999,23.3,7.51,98.0,4.79,9.5,2.59,10.55,0,1,0,0,0,1,0,0,0,1
463.9,35.9,6.15,207.9,4.2,7.1,1.91,9.12,0,0,0,1,0,0,1,0,0,1
1169.5,24.3,6.69,128.7,8.15,7.2,28.908999999999867,7.61,0,0,1,0,0,0,0,1,0,1
919.8,19.2,7.57,113.7,4.38,10.3,13.26,9.02,1,0,0,0,0,0,0,1,0,1
880.7927999999999,27.1,5.88,243.2,5.0,7.3,4.418,10.6,0,0,0,0,0,1,0,0,0,1
872.2,28.9,6.19,173.3,5.04,8.4,1.98,7.97,0,0,0,0,0,0,0,0,0,0
1180.5,25.2,7.5,64.2,3.93,4.5,6.86,8.3,0,0,0,0,0,0,1,0,0,0
723.2,15.1,7.53,118.31999999999998,6.35,10.6,4.26,7.25,1,0,0,0,1,0,0,0,0,1
621.0,25.9,5.51,96.8,4.46,8.8,2.06,9.05,0,1,0,0,0,0,1,0,0,0
605.0,21.5,6.41,156.4,7.39,6.2,2.11,8.01,0,0,0,0,0,0,0,0,1,1
797.1,26.9,6.81,203.3,2.81,7.6,2.52,9.7,0,0,1,0,0,1,0,0,0,0
917.0599999999998,26.6,6.27,186.1,4.54,7.0,3.19,9.37,0,0,0,0,0,0,0,0,1,1
835.6,17.1,7.13,132.2,7.88,7.7,10.32,7.3,0,0,0,0,0,0,0,0,0,0
781.9,21.3,6.81,113.0,10.5,11.0,0.45,7.66,0,0,0,1,1,0,0,0,0,1
805.8,23.7,5.48,135.9,5.55,4.0,1.54,9.48,1,0,0,0,0,0,1,0,0,0
625.1,27.0,6.66,200.4,2.68,9.2,9.8,8.87,0,0,0,1,0,0,0,0,1,1
1051.3,22.3,6.9,224.4,4.24,9.7,3.51,8.79,0,0,0,0,0,0,0,0,0,1
1027.7,21.1,6.0,197.3,7.11,10.2,11.007799999999973,9.27,0,0,0,0,0,0,0,0,0,1
946.2,29.1,5.83,127.66,3.19,6.7,0.61,6.75,0,1,0,0,0,0,0,1,0,0
976.0,14.6,6.24,197.2,3.18,7.0,1.8,8.12,1,0,0,0,0,0,0,0,1,0
934.5,35.8,5.89,84.8,2.57,7.9,7.95,7.81,0,0,0,0,0,0,0,0,1,1
1441.7,26.9,5.89,44.1,2.41,7.7,5.67,9.45,0,0,0,0,0,1,0,0,0,1
790.7,29.3,6.4,239.1,3.33,7.0,4.69,9.89,0,0,0,0,0,1,0,0,0,0
802.2,26.5,5.33,94.1,6.46,8.6,1.35,6.6,0,1,0,0,0,0,0,1,0,1
975.0,20.8,6.48,85.3,10.857599999999984,4.0,1.53,8.84,0,0,0,0,0,0,1,0,0,1
761.8,32.6,6.73,138.4,7.29,5.3,2.32,6.91,0,0,0,0,0,0,0,0,0,1
892.3,31.3,6.46,127.9,5.13,6.5,5.74,6.47,0,1,0,0,0,0,0,1,0,0
799.0,19.4,7.06,146.3,2.76,7.4,6.12,11.09,0,0,1,0,0,1,0,0,0,1
877.4,21.6,6.62,176.0,5.94,7.4,3.66,10.86,0,0,0,1,0,1,0,0,0,0
1021.4,28.7,6.3,198.7,10.857599999999984,6.4,6.86,7.9,0,1,0,0,0,0,1,0,0,0
1352.7,23.1,6.4,167.0,4.35,5.9,1.27,9.62,0,0,1,0,0,0,1,0,0,1
796.1,22.2,6.6,73.8,6.13,9.6,16.02,7.12,0,1,0,0,0,0,0,1,0,1
733.6,27.1,8.42,168.2,6.07,5.1,1.83,5.64,0,0,0,1,0,0,0,1,0,0
529.5,22.2,7.16,96.3,3.85,6.8,17.4,10.1,0,0,0,0,0,1,0,0,0,0
884.3,25.3,7.1,41.6,4.46,5.3,7.12,7.3,1,0,0,0,0,0,0,1,0,0
833.3,26.9,6.5,214.9,2.84,7.4,5.014000000000001,8.33,1,0,0,0,0,0,0,1,0,0
1024.2,16.4,6.67,82.4,9.03,6.0,1.04,10.5,0,0,1,0,0,1,0,0,0,1
810.8,21.9,5.57,189.3,0.0,7.3,10.63,11.54,1,0,0,0,0,1,0,0,0,1
915.3,21.0,5.23,160.9,4.21,5.8,0.75,9.74,0,0,0,0,0,1,0,0,0,0
833.9,29.7,5.79,172.0,10.857599999999984,8.0,18.75,10.14,0,0,1,0,0,1,0,0,0,1
985.2,21.4,6.17,140.6,6.96,7.5,2.19,9.44,0,1,0,0,0,0,1,0,0,1
868.6,21.9,6.17,166.8,2.18,7.9,9.36,8.15,0,1,0,0,0,0,0,1,0,1
569.8,20.8,7.61,231.4,2.11,6.8,2.98,10.94,0,0,0,0,0,1,0,0,0,1
1045.5,22.8,6.69,63.0,10.34,7.6,5.95,7.74,1,0,0,0,1,0,0,0,0,1
713.7,30.5,6.32,145.2,5.07,7.7,4.21,7.29,0,0,1,0,0,0,0,0,1,0
997.0,21.1,7.43,245.0,5.18,9.0,2.0,7.84,0,1,0,0,0,0,0,0,1,0
906.8,27.9,5.52,120.6,0.14,5.5,0.94,6.41,0,0,1,0,0,0,0,0,1,0
777.0,21.7,8.27,206.2,2.99,9.0,3.67,10.02,1,0,0,0,0,0,1,0,0,1
1043.9,28.8,6.31,134.0,0.0,6.0,7.05,8.89,1,0,0,0,0,0,0,0,1,0
945.5,24.1,6.56,186.9,1.39,7.0,2.972,7.16,0,0,1,0,0,0,0,1,0,0
351.0,29.8,5.84,252.6,10.857599999999984,6.0,2.83,5.2514,0,0,1,0,1,0,0,0,0,0
908.7,21.7,6.61,198.9,4.86,4.9,2.41,7.38,0,0,0,1,0,0,0,1,0,0
1295.3,19.9,5.9,207.4,5.858,5.6,22.42,8.29,0,0,1,0,0,0,0,0,1,1
578.8,31.6,5.99,165.1,5.012,6.1,1.99,6.99,0,0,0,0,0,0,0,1,0,1
1235.6,22.7,6.97,96.1,1.11,4.9,5.82,9.17,0,1,0,0,0,0,1,0,0,0
687.5,22.3,6.41,134.7,1.23,9.2,8.02,8.74,1,0,0,0,1,0,0,0,0,1
636.3,17.2,5.52,86.3,10.17,7.3,8.151799999999973,8.48,0,0,1,0,0,0,1,0,0,1
330.164,25.0,5.85,182.8,4.77,7.2,3.82,5.87,0,0,0,1,1,0,0,0,0,0
769.4,21.1,5.91,122.3,10.857599999999984,11.0,0.5,7.04,0,1,0,0,1,0,0,0,0,1
757.3,14.4,6.84,81.9,10.71,8.6,1.33,7.66,0,0,0,0,0,0,0,0,1,1
1282.0,27.0,6.91,260.4,7.66,6.9,2.44,8.66,0,0,0,1,0,0,1,0,0,0
1245.6,20.6,5.3,75.8,6.05,6.7,4.09,6.23,0,0,0,0,1,0,0,0,0,1
698.4,23.3,5.63,117.2,6.41,9.6,4.21,7.89,0,0,0,0,0,0,0,0,1,0
1054.7,29.1,6.7,246.3,7.7,9.1,2.36,9.34,0,1,0,0,0,1,0,0,0,0
330.164,27.0,6.93,189.3,5.6,6.2,2.97,5.2514,0,0,0,0,1,0,0,0,0,0
921.4,22.7,4.9,164.9,9.84,7.9799999999999995,2.81,7.28,0,1,0,0,0,0,0,1,0,0
971.3,25.6,6.92,179.9,4.09,5.6,5.89,9.78,1,0,0,0,0,0,1,0,0,1
1119.1,24.360000000000003,6.05,200.5,2.44,6.2,28.5,8.81,0,0,1,0,0,0,0,0,1,1
1043.3200000000002,20.5,4.83,133.84,2.31,6.7,5.18,7.03,0,0,0,1,0,0,0,0,0,0
416.5,28.0,6.3,233.0,4.52,6.1,0.68,9.89,0,0,1,0,0,1,0,0,0,1
940.6,23.2,6.264,72.6,3.79,6.9,3.85,8.92,0,1,0,0,0,0,1,0,0,1
697.0,27.6,5.97,172.3,0.62,7.7,0.59,9.37,1,0,0,0,0,0,1,0,0,0
865.6200000000001,29.8,6.45,130.5,1.04,7.5,12.52,8.78,1,0,0,0,0,0,0,0,1,1
1037.3,25.0,6.29,236.5,4.45,8.7,2.72,7.93,0,0,1,0,0,0,0,0,1,1
1306.2,26.0,5.08,142.1,5.08,7.1,4.93,7.62,0,1,0,0,0,0,0,1,0,1
818.6,27.6,5.76,15.7,4.66,9.7,3.386,11.3,0,1,0,0,0,1,0,0,0,1
984.5,22.9,6.05,158.0,4.48,5.9,9.59,8.33,0,1,0,0,0,0,0,1,0,0
1330.9,20.2,5.88,15.6,5.53,7.1,3.29,6.32,1,0,0,0,1,0,0,0,0,0
1255.8,23.9,6.62,171.8,4.96,8.5,8.34,8.95,0,0,0,0,0,0,1,0,0,0
875.6,26.6,5.12,58.3,4.31,7.1,0.8,5.48,0,0,1,0,0,0,0,1,0,0
849.86,24.7,7.45,187.0,4.96,10.1,21.1,11.05,0,0,1,0,0,1,0,0,0,1
504.4,25.3,7.61,79.6,5.66,8.8,5.66,8.79,0,0,1,0,0,1,0,0,0,0
894.9,23.5,7.58,158.8,0.0,9.5,4.45,7.19,0,0,1,0,0,0,0,0,1,0
943.3,25.3,5.6,218.5,7.54,4.8,2.48,7.93,0,1,0,0,0,0,0,0,1,1
1129.6,25.0,6.87,102.7,7.95,8.8,1.98,9.93,0,1,0,0,0,0,1,0,0,1
730.1,21.3,5.89,261.4,1.62,7.9,7.1,7.29,0,0,1,0,0,0,0,1,0,1
788.5600000000001,23.6,5.47,201.0,0.49,7.9,4.15,8.81,0,0,0,0,0,0,0,1,0,1
478.1,30.3,5.1,170.4,0.0,9.2,0.42,6.64,0,0,0,1,0,0,0,0,1,0
666.6,29.8,5.03,43.1,5.75,8.6,4.57,5.61,0,0,1,0,1,0,0,0,0,1
1177.9,22.5,5.84,78.4,8.32,7.4,7.026000000000001,10.63,0,0,0,1,0,1,0,0,0,1
1058.7,15.6,6.12,108.8,7.41,7.7,1.15,6.72,0,1,0,0,0,0,0,0,0,0
715.9,21.9,7.65,81.1,3.73,6.8,4.75,9.99,0,0,0,0,0,1,0,0,0,1
1057.5,22.0,5.03,145.9,1.62,8.0,3.13,7.8,0,1,0,0,0,0,0,1,0,1
1211.2,26.2,7.09,48.9,2.318,10.0,4.28,6.51,0,0,0,0,0,0,0,0,0,0
1148.4,14.5,5.07,65.2,8.15,5.1,2.16,8.71,0,0,0,0,0,1,0,0,0,0
1408.1,33.6,5.58,7.624000000000001,8.0,7.8,4.4,5.48,0,0,0,1,1,0,0,0,0,1
613.9,29.0,6.76,36.9,9.57,8.2,2.29,6.66,0,0,0,0,0,0,0,1,0,0
1155.5,18.0,6.73,68.2,6.18,5.7,0.44,8.41,1,0,0,0,0,0,0,0,0,1
1170.0,19.8,6.24,182.9,5.99,5.6,6.62,8.48,0,0,0,0,0,0,1,0,0,0
696.8,24.1,6.15,175.6,5.68,6.2,6.516,10.28,0,0,0,0,0,1,0,0,0,0
890.9200000000001,21.0,5.6,108.7,4.79,6.8,3.0,7.2,0,0,0,1,1,0,0,0,0,1
945.5,27.0,6.58,151.4,7.95,8.3,4.4,6.29,0,1,0,0,0,0,0,1,0,0
989.1,24.7,6.356,135.5,2.16,7.9,1.29,8.23,0,0,0,0,0,0,0,1,0,1
938.2,19.4,5.81,140.22,7.88,10.6,5.54,8.85,0,0,0,1,0,0,0,0,1,1
947.5,18.9,5.89,129.5,5.72,7.9,0.85,8.06,0,0,0,1,0,0,0,0,0,1
1004.5,22.6,6.17,58.8,6.45,8.8,1.2,8.17,1,0,0,0,0,0,0,0,1,0
1014.6,17.7,7.5,187.6,3.87,10.2,27.05,9.9,1,0,0,0,0,0,1,0,0,1
961.8,13.2,6.79,138.82,2.18,8.0,2.72,6.05,0,0,1,0,1,0,0,0,0,0
703.7,18.2,5.79,55.2,3.004,7.0,2.44,9.15,0,0,0,1,0,0,1,0,0,1
479.6,23.9,6.83,30.8,2.66,7.7,4.460000000000001,9.43,1,0,0,0,0,1,0,0,0,0
917.6,22.5,8.18,207.8,7.31,8.6,3.01,8.95,1,0,0,0,0,0,0,0,0,1
1062.4,28.8,7.03,202.9,6.34,7.4,3.39,8.1,0,0,0,1,1,0,0,0,0,1
776.8,26.0,6.57,176.5,1.65,7.3,17.5,11.23,1,0,0,0,0,1,0,0,0,1
812.8,19.7,6.851999999999999,79.6,8.59,9.3,1.77,7.94,0,0,0,1,1,0,0,0,0,1
971.3,31.6,6.7,197.1,6.31,9.4,0.52,6.3,0,0,0,1,1,0,0,0,0,0
968.8,26.7,7.81,160.76,8.9,6.7,4.61,5.56,0,0,1,0,0,0,0,0,1,0
1260.6,26.3,7.71,101.7,3.61,6.6,14.18,5.78,0,1,0,0,1,0,0,0,0,0
805.9,24.2,6.98,198.5,4.64,7.0,1.07,8.76,0,0,1,0,0,0,1,0,0,0
656.8,28.9,7.19,204.3,4.54,6.9,2.41,5.41,0,0,0,0,1,0,0,0,0,0
878.4,27.5,7.63,133.94,3.9559999999999995,6.860000000000001,3.45,8.99,0,0,0,0,0,0,1,0,0,1
1463.8,34.4,6.49,230.5,6.01,8.0,1.28,6.78,0,0,0,0,1,0,0,0,0,1
905.2,23.18,7.0,50.1,7.6,10.2,4.51,9.75,0,0,0,0,0,0,1,0,0,1
571.9,24.7,7.31,242.5,5.45,6.2,4.108,7.86,0,0,0,0,0,0,0,0,1,0
832.8,18.4,6.52,30.9,5.32,7.6,2.3,8.88,1,0,0,0,0,0,1,0,0,0
622.2,20.1,6.82,179.2,7.59,7.8,0.77,6.41,0,0,0,1,0,0,0,1,0,0
1204.6,16.2,7.23,177.2,8.28,8.9,1.06,11.578600000000005,1,0,0,0,0,1,0,0,0,1
1232.5,16.3,6.69,258.7,7.26,11.0,2.89,7.04,0,0,0,0,0,0,0,1,0,0
1327.0,32.2,7.68,11.2,4.89,6.8,0.43,8.65,1,0,0,0,0,0,1,0,0,1
1080.8,31.2,7.17,187.68,5.84,9.7,3.7,10.37,1,0,0,0,0,1,0,0,0,0
724.2,22.1,6.37,192.0,4.06,4.2,3.94,10.42,0,0,0,0,0,1,0,0,0,1
878.4,19.8,6.7,148.04000000000002,1.95,9.0,2.61,5.62,0,1,0,0,1,0,0,0,0,0
789.1,18.2,8.42,109.5,5.38,6.5,11.3,8.63,1,0,0,0,0,0,1,0,0,0
656.4,24.2,6.27,108.0,3.4379999999999997,6.3,5.95,8.29,0,0,1,0,0,0,1,0,0,1
853.2,16.9,6.25,153.0,9.35,7.7,3.24,9.98,0,1,0,0,0,1,0,0,0,0
1155.4,35.9,6.596000000000001,143.6,2.57,7.4,4.73,9.01,0,0,0,0,0,1,0,0,0,0
